0.150060,-0.005063,0.987041,0.093975,0.214462,-0.040600,0.416080,0.218260,-0.374220
0.150426,-0.004209,0.987590,0.032725,0.179462,0.090650,0.419020,0.223160,-0.373940
0.150304,-0.004148,0.987956,0.268975,0.048212,0.020650,0.423080,0.215600,-0.387660
0.151280,-0.004758,0.987651,0.102725,0.214462,-0.075600,0.424200,0.217840,-0.382900
0.151646,-0.004392,0.987346,0.146475,0.231962,-0.014350,0.414540,0.220360,-0.382480
0.150792,-0.004087,0.987163,0.181475,0.380712,0.003150,0.419300,0.220080,-0.382480
0.150548,-0.003904,0.987590,-0.002275,0.223212,0.064400,0.423920,0.220640,-0.389760
0.150792,-0.004270,0.987651,0.120225,0.205712,0.055650,0.427280,0.216720,-0.383460
0.150487,-0.004514,0.987590,0.067725,0.144462,0.125650,0.420840,0.214760,-0.392420
0.150914,-0.004331,0.988017,-0.019775,-0.004288,0.081900,0.423360,0.214200,-0.381780
0.151463,-0.004270,0.987590,0.268975,0.083212,-0.110600,0.423640,0.219800,-0.388640
0.151463,-0.004575,0.987895,0.181475,0.249462,-0.014350,0.428960,0.208740,-0.399560
0.151280,-0.004148,0.987163,0.190225,0.284462,0.046900,0.422520,0.218960,-0.374080
0.151280,-0.004514,0.987712,0.181475,0.258212,-0.145600,0.418600,0.219660,-0.387800
0.151524,-0.004453,0.987590,0.251475,0.310712,-0.040600,0.427140,0.216300,-0.379260
0.151097,-0.004026,0.987773,0.225225,0.249462,0.020650,0.419300,0.220080,-0.384440
0.151158,-0.003965,0.987651,0.093975,0.188212,-0.031850,0.415380,0.222880,-0.389060
0.150548,-0.004026,0.988078,0.181475,0.275712,0.064400,0.421120,0.223160,-0.381360
0.151341,-0.004270,0.988139,0.050225,0.109462,0.020650,0.425880,0.207900,-0.384720
0.151463,-0.004270,0.988139,0.137725,0.126962,0.003150,0.425320,0.231980,-0.382760
0.151280,-0.003965,0.987651,0.023975,0.083212,-0.031850,0.426720,0.219800,-0.391860
0.151707,-0.004026,0.987956,0.172725,0.214462,-0.084350,0.420840,0.219240,-0.383740
0.150792,-0.003965,0.988139,0.032725,0.118212,0.020650,0.423080,0.219800,-0.383600
0.150670,-0.003782,0.987468,0.120225,-0.039288,-0.093100,0.426160,0.214480,-0.384720
0.150609,-0.004148,0.987224,0.032725,-0.021788,-0.014350,0.425600,0.214480,-0.389060
0.151402,-0.004331,0.988017,0.111475,-0.083038,-0.075600,0.423920,0.216160,-0.393820
0.151158,-0.004636,0.988139,0.137725,-0.030538,-0.014350,0.425040,0.218120,-0.382480
0.151158,-0.004392,0.987468,-0.098525,0.039462,0.029400,0.422520,0.213920,-0.387520
0.151097,-0.004331,0.988261,0.102725,0.030712,-0.066850,0.422520,0.219520,-0.387800
0.150670,-0.004270,0.987895,0.172725,0.231962,-0.023100,0.422240,0.217840,-0.396200
0.151036,-0.004270,0.987834,0.225225,0.135712,-0.023100,0.423360,0.213080,-0.376740
0.151219,-0.004453,0.988017,0.216475,0.013212,-0.040600,0.426580,0.218260,-0.390320
0.150853,-0.003843,0.987712,0.137725,0.100712,0.029400,0.420840,0.220920,-0.378980
0.150792,-0.004575,0.987956,0.137725,-0.100538,-0.014350,0.429800,0.224000,-0.379680
0.151768,-0.004087,0.987712,0.260225,0.223212,-0.101850,0.428120,0.217840,-0.381500
0.151463,-0.004270,0.987895,0.277725,0.214462,-0.110600,0.421680,0.223720,-0.382060
0.151280,-0.004331,0.987651,0.111475,0.205712,-0.040600,0.420560,0.218680,-0.380940
0.151341,-0.003782,0.987895,0.198975,0.371962,-0.049350,0.424480,0.227920,-0.384160
0.151219,-0.004453,0.987834,0.207725,0.126962,0.003150,0.420840,0.217000,-0.373520
0.150731,-0.004148,0.987407,0.172725,0.214462,-0.136850,0.419300,0.218120,-0.388080
0.150853,-0.004209,0.987773,0.023975,0.293212,0.064400,0.418600,0.219660,-0.381780
0.150914,-0.004331,0.987651,0.146475,0.258212,-0.014350,0.429240,0.222880,-0.383040
0.151402,-0.003782,0.988139,0.076475,0.170712,-0.049350,0.430780,0.225400,-0.389060
0.151402,-0.003904,0.987590,0.251475,0.039462,-0.101850,0.425600,0.224560,-0.386120
0.150609,-0.004270,0.987773,0.181475,0.065712,-0.005600,0.425880,0.221760,-0.382060
0.150914,-0.004087,0.987956,0.111475,-0.013038,-0.005600,0.423920,0.224560,-0.381780
0.151402,-0.004697,0.987834,0.076475,-0.004288,0.064400,0.424760,0.216720,-0.378840
0.151158,-0.004087,0.987712,0.146475,0.100712,-0.040600,0.431620,0.218820,-0.377020
0.150731,-0.004087,0.987590,0.128975,0.109462,-0.031850,0.414400,0.224840,-0.386680
0.151524,-0.004697,0.988444,0.023975,0.179462,-0.023100,0.421820,0.216020,-0.389620
0.151707,-0.004148,0.987956,0.111475,0.039462,-0.005600,0.425040,0.220080,-0.399000
0.151463,-0.004148,0.987468,0.295225,0.039462,-0.075600,0.422800,0.224840,-0.368340
0.150548,-0.004209,0.987956,0.128975,0.214462,-0.093100,0.426160,0.220920,-0.380100
0.150792,-0.004453,0.987102,0.128975,0.205712,-0.101850,0.422520,0.216160,-0.383740
0.151829,-0.004331,0.987468,0.041475,0.231962,0.046900,0.418740,0.223440,-0.384580
0.151646,-0.004453,0.987407,0.146475,0.389462,-0.066850,0.418740,0.216160,-0.385700
0.151097,-0.004026,0.987834,0.172725,0.345712,-0.005600,0.415100,0.217280,-0.397600
0.150487,-0.004209,0.987285,0.163975,0.249462,-0.014350,0.432320,0.218680,-0.391300
0.150731,-0.004331,0.987651,0.058975,0.293212,0.003150,0.424200,0.217560,-0.380660
0.150609,-0.004514,0.987773,0.128975,0.231962,0.073150,0.426720,0.217840,-0.377020
0.150792,-0.003843,0.987285,0.128975,0.240712,-0.040600,0.425320,0.223440,-0.386540
0.150792,-0.003904,0.987651,0.172725,0.030712,-0.093100,0.428400,0.215600,-0.381780
0.151524,-0.003904,0.987956,-0.011025,-0.065538,-0.005600,0.422240,0.217000,-0.389620
0.151097,-0.004148,0.987529,0.155225,0.249462,-0.075600,0.427840,0.214480,-0.385000
0.151341,-0.004148,0.987468,0.023975,0.240712,-0.058100,0.418460,0.212240,-0.387240
0.151280,-0.004636,0.987956,0.023975,0.231962,0.046900,0.425600,0.218120,-0.392980
0.151341,-0.004026,0.987346,0.303975,0.100712,-0.093100,0.426720,0.214480,-0.381360
0.150853,-0.003843,0.987529,0.023975,0.161962,0.046900,0.413840,0.214340,-0.390600
0.151158,-0.004392,0.987529,0.050225,0.100712,0.003150,0.414820,0.217840,-0.389060
0.150853,-0.003965,0.987956,0.190225,0.161962,-0.128100,0.419580,0.218120,-0.383180
0.150670,-0.004453,0.987895,0.041475,0.030712,0.011900,0.424200,0.212800,-0.391440
0.151280,-0.004453,0.987346,0.093975,0.013212,-0.101850,0.420000,0.213920,-0.387660
0.151158,-0.004087,0.987773,-0.046025,0.196962,0.099400,0.424760,0.218680,-0.384720
0.150853,-0.004575,0.987407,0.137725,0.328212,-0.014350,0.425880,0.217280,-0.383320
0.151036,-0.004087,0.987102,0.006475,0.275712,0.064400,0.421400,0.220080,-0.392280
0.151341,-0.003782,0.987956,0.286475,0.258212,-0.049350,0.419020,0.226520,-0.374360
0.151280,-0.004087,0.987224,0.093975,0.179462,0.029400,0.422240,0.219240,-0.380520
0.151585,-0.004148,0.987102,0.120225,0.118212,0.003150,0.425320,0.222880,-0.392140
0.150792,-0.004087,0.987895,0.067725,0.118212,0.011900,0.421260,0.219380,-0.384020
0.150365,-0.004209,0.988078,0.207725,-0.004288,-0.014350,0.419860,0.222880,-0.402500
0.151280,-0.004453,0.987651,0.102725,0.074462,-0.014350,0.425740,0.219940,-0.382480
0.151463,-0.004209,0.987102,0.015225,0.223212,-0.005600,0.420000,0.221480,-0.385140
0.150914,-0.004026,0.987346,0.067725,0.258212,-0.058100,0.418740,0.222040,-0.387100
0.150731,-0.004392,0.987468,0.093975,0.179462,0.011900,0.422520,0.218960,-0.385280
0.150487,-0.004575,0.987651,0.041475,0.091962,0.073150,0.420840,0.228760,-0.388780
0.150731,-0.004331,0.987102,0.032725,-0.004288,-0.014350,0.428960,0.212240,-0.388500
0.150975,-0.004209,0.987712,0.128975,0.056962,0.046900,0.421680,0.215320,-0.381780
0.150792,-0.004270,0.987834,0.286475,0.118212,0.011900,0.420000,0.214760,-0.386260
0.150914,-0.004331,0.987895,0.137725,0.188212,-0.058100,0.428680,0.222600,-0.388920
0.151097,-0.004270,0.988200,0.067725,0.126962,-0.031850,0.427000,0.217840,-0.379260
0.151402,-0.004209,0.987590,0.023975,0.118212,-0.040600,0.421540,0.220920,-0.389900
0.151036,-0.004575,0.988017,0.032725,0.083212,-0.005600,0.427560,0.224840,-0.388920
0.151402,-0.004514,0.988566,0.050225,-0.013038,-0.031850,0.417900,0.221480,-0.393540
0.150853,-0.004087,0.987407,0.023975,0.048212,-0.023100,0.425320,0.222880,-0.388360
0.151951,-0.004270,0.987651,-0.046025,-0.109288,0.090650,0.417900,0.220920,-0.377160
0.151036,-0.004453,0.987956,0.058975,0.100712,-0.014350,0.417900,0.215600,-0.376880
0.150792,-0.004209,0.988078,0.198975,0.231962,0.003150,0.425880,0.222320,-0.393120
0.152012,-0.004209,0.987529,0.023975,0.153212,-0.058100,0.422660,0.220500,-0.387800
0.151768,-0.004148,0.987590,0.163975,0.100712,-0.014350,0.420560,0.224840,-0.370860
0.150731,-0.004392,0.987712,0.023975,0.170712,0.046900,0.420560,0.222040,-0.394940
0.150548,-0.004087,0.987346,0.015225,0.126962,0.029400,0.426720,0.222040,-0.395500
0.151158,-0.003965,0.987041,0.146475,0.231962,-0.005600,0.419860,0.220500,-0.375620
0.151524,-0.004514,0.987285,0.120225,0.275712,0.029400,0.420420,0.221480,-0.385840
0.151402,-0.004514,0.987346,0.128975,0.406962,-0.005600,0.431200,0.224000,-0.377020
0.151768,-0.004209,0.987224,-0.002275,0.406962,0.003150,0.421820,0.216300,-0.380380
0.150548,-0.004087,0.988139,0.277725,0.546962,-0.049350,0.424200,0.224280,-0.377020
0.150731,-0.003843,0.987895,0.102725,0.249462,-0.040600,0.419580,0.224000,-0.383180
0.151402,-0.004209,0.987651,0.032725,0.258212,-0.119350,0.419020,0.225400,-0.383880
0.150670,-0.003965,0.987529,0.146475,0.091962,-0.005600,0.424060,0.218820,-0.385980
0.151158,-0.004148,0.987590,0.137725,-0.065538,-0.014350,0.422940,0.214340,-0.381080
0.151890,-0.004209,0.987102,0.172725,-0.048038,-0.049350,0.428120,0.216720,-0.383740
0.150914,-0.004148,0.987529,0.155225,0.039462,-0.093100,0.424760,0.223440,-0.388640
0.151341,-0.004148,0.987651,-0.107275,0.004462,0.055650,0.426720,0.222600,-0.380100
0.151402,-0.004087,0.987956,0.198975,0.100712,-0.136850,0.426440,0.225680,-0.382760
0.151646,-0.004209,0.987651,0.067725,0.039462,0.020650,0.422380,0.217140,-0.391580
0.151707,-0.004392,0.987834,0.041475,0.179462,-0.023100,0.427420,0.225400,-0.383880
0.151280,-0.004575,0.987834,0.163975,0.380712,-0.049350,0.431480,0.214480,-0.387660
0.151341,-0.004148,0.987651,0.198975,0.275712,-0.058100,0.427280,0.218680,-0.379680
0.151890,-0.004270,0.987712,0.093975,0.065712,-0.014350,0.426440,0.220080,-0.368900
0.151463,-0.003782,0.988017,0.015225,0.109462,-0.005600,0.426720,0.216440,-0.381360
0.151402,-0.004514,0.988322,0.067725,0.144462,-0.040600,0.427840,0.213920,-0.382900
0.151341,-0.004209,0.987224,0.277725,0.091962,-0.066850,0.422520,0.212520,-0.384020
0.150853,-0.003904,0.987712,0.067725,0.205712,-0.075600,0.420840,0.215880,-0.375900
0.151585,-0.004270,0.988017,0.137725,0.135712,-0.023100,0.418460,0.217560,-0.394660
0.150975,-0.004209,0.987712,0.058975,0.083212,-0.023100,0.423640,0.224000,-0.382340
0.150792,-0.003843,0.987407,0.190225,-0.013038,-0.093100,0.427980,0.221480,-0.382900
0.151219,-0.004392,0.987773,0.155225,0.074462,-0.093100,0.427140,0.219380,-0.376460
0.151707,-0.004392,0.986919,-0.011025,0.135712,-0.014350,0.421120,0.220640,-0.390460
0.150548,-0.003843,0.987712,0.365225,0.275712,-0.101850,0.423640,0.222880,-0.385840
0.151463,-0.004331,0.987712,0.128975,0.258212,-0.040600,0.420560,0.217560,-0.379400
0.150609,-0.004148,0.987224,0.233975,0.161962,-0.093100,0.425460,0.224560,-0.378280
0.150914,-0.003904,0.987285,0.146475,0.196962,-0.023100,0.426860,0.215740,-0.391580
0.151280,-0.004392,0.987224,0.111475,0.135712,-0.101850,0.425320,0.212800,-0.380380
0.151158,-0.004636,0.987346,0.233975,0.371962,-0.049350,0.420000,0.219800,-0.385280
0.150914,-0.003904,0.987224,0.006475,0.310712,0.038150,0.418460,0.213640,-0.387380
0.150426,-0.004087,0.986736,0.146475,0.223212,0.090650,0.427840,0.222600,-0.385560
0.150853,-0.003904,0.987773,0.146475,0.135712,-0.023100,0.427280,0.211400,-0.376740
0.150792,-0.003843,0.987712,0.093975,0.056962,0.029400,0.420840,0.212520,-0.386400
0.151158,-0.003904,0.987407,0.041475,0.188212,-0.058100,0.422520,0.220080,-0.385000
0.150914,-0.003965,0.987346,0.277725,0.240712,-0.084350,0.427280,0.218680,-0.374360
0.151280,-0.004575,0.987346,0.356475,0.196962,-0.014350,0.430080,0.211680,-0.374780
0.151707,-0.003965,0.987041,0.050225,0.231962,-0.049350,0.430080,0.215600,-0.380660
0.150914,-0.004514,0.987224,0.190225,0.144462,0.020650,0.428680,0.216720,-0.382340
0.151036,-0.004758,0.987407,0.058975,0.188212,0.038150,0.423640,0.214200,-0.383740
0.150975,-0.004697,0.987590,0.155225,0.126962,0.038150,0.424480,0.218400,-0.377020
0.150792,-0.004392,0.987163,0.207725,0.214462,-0.075600,0.424480,0.217280,-0.390040
0.150487,-0.004148,0.986675,0.260225,0.284462,0.011900,0.427000,0.212520,-0.389900
0.151890,-0.004575,0.987407,0.006475,0.249462,0.055650,0.421400,0.220080,-0.391440
0.151158,-0.004575,0.987590,0.172725,0.231962,-0.031850,0.422520,0.222040,-0.387940
0.151280,-0.003904,0.987285,0.093975,0.231962,-0.084350,0.420840,0.216720,-0.385840
0.150426,-0.004514,0.987163,0.260225,0.398212,-0.119350,0.422800,0.211960,-0.387800
0.150914,-0.004636,0.987529,0.076475,0.126962,-0.084350,0.421120,0.221760,-0.395220
0.151097,-0.004514,0.986858,0.207725,0.135712,-0.101850,0.424480,0.214200,-0.370020
0.151402,-0.004209,0.986980,0.120225,0.109462,0.003150,0.425320,0.216440,-0.384160
0.150914,-0.004148,0.987346,0.163975,-0.004288,-0.049350,0.421960,0.218960,-0.396340
0.151158,-0.004148,0.987773,0.260225,-0.231788,-0.110600,0.428960,0.219520,-0.396620
0.150670,-0.004819,0.987102,0.216475,0.118212,-0.084350,0.426440,0.220360,-0.375480
0.151097,-0.005734,0.987407,0.076475,0.389462,0.003150,0.421960,0.215040,-0.383740
0.150304,-0.004758,0.987590,-0.019775,0.415712,-0.058100,0.429940,0.214200,-0.395220
0.151036,-0.004575,0.986980,0.172725,0.380712,-0.084350,0.427000,0.224560,-0.374220
0.151219,-0.004697,0.987773,0.032725,0.196962,0.011900,0.430780,0.211260,-0.379120
0.151219,-0.003721,0.986980,0.155225,0.258212,0.011900,0.420980,0.215740,-0.383600
0.150731,-0.003477,0.988627,0.277725,0.205712,-0.040600,0.424760,0.222880,-0.380660
0.150365,-0.003355,0.987590,0.128975,-0.091788,0.029400,0.424760,0.220640,-0.394660
0.152805,-0.004392,0.987163,0.093975,-0.065538,-0.066850,0.419300,0.218120,-0.383040
0.153232,-0.003721,0.987407,0.102725,0.013212,0.055650,0.421120,0.224000,-0.390460
0.153293,-0.004087,0.987773,0.146475,0.433212,-0.058100,0.420840,0.222320,-0.397320
0.153232,-0.004636,0.987834,0.163975,0.625712,-0.049350,0.429800,0.216720,-0.385280
0.150853,-0.004514,0.986614,0.111475,1.456962,-0.023100,0.421960,0.217560,-0.381780
0.151158,-0.004209,0.986370,0.181475,1.229463,-0.058100,0.425320,0.223440,-0.382900
0.151585,-0.003843,0.987102,0.163975,1.071962,0.038150,0.429100,0.216860,-0.392280
0.151402,-0.004270,0.986187,0.085225,1.054462,0.029400,0.422240,0.218960,-0.387800
0.150548,-0.004697,0.987041,0.251475,0.984462,-0.031850,0.422660,0.221480,-0.370860
0.150487,-0.004453,0.987346,0.225225,0.660712,0.020650,0.432600,0.216720,-0.384580
0.151280,-0.004697,0.986614,0.225225,0.625712,-0.066850,0.423080,0.219240,-0.386540
0.150426,-0.004575,0.987407,0.190225,0.520712,-0.023100,0.423080,0.221480,-0.384580
0.150304,-0.004026,0.986675,0.102725,0.135712,-0.101850,0.423360,0.228200,-0.384720
0.150426,-0.004514,0.987712,0.137725,0.118212,0.003150,0.421960,0.221760,-0.367080
0.151219,-0.005002,0.987041,0.155225,0.249462,-0.005600,0.427000,0.217840,-0.388080
0.150731,-0.004087,0.987346,-0.002275,0.135712,-0.014350,0.434840,0.218960,-0.377300
0.150304,-0.003477,0.987041,0.085225,-0.039288,-0.031850,0.419300,0.221200,-0.392280
0.149999,-0.004148,0.987712,0.225225,-0.030538,-0.145600,0.425040,0.225960,-0.385000
0.150609,-0.004209,0.986980,0.128975,-0.126788,-0.066850,0.423640,0.218120,-0.374780
0.150609,-0.004453,0.987407,0.277725,-0.126788,-0.058100,0.426020,0.216020,-0.388640
0.151402,-0.004575,0.987834,0.102725,-0.188038,-0.049350,0.426020,0.221200,-0.388920
0.151341,-0.004697,0.987163,0.251475,0.021962,-0.066850,0.424760,0.212520,-0.376180
0.150914,-0.004209,0.987285,0.076475,0.056962,0.020650,0.419300,0.216440,-0.386540
0.150914,-0.003965,0.987346,0.093975,-0.109288,-0.031850,0.423080,0.217280,-0.393680
0.151646,-0.004392,0.987712,0.120225,0.091962,0.029400,0.418460,0.215600,-0.381080
0.151280,-0.004148,0.987407,0.120225,0.118212,0.011900,0.423360,0.216440,-0.389200
0.150670,-0.004209,0.987468,0.172725,0.118212,0.046900,0.419860,0.212380,-0.382760
0.151219,-0.004392,0.987956,0.137725,-0.030538,-0.084350,0.420140,0.217420,-0.382480
0.151219,-0.004148,0.987346,0.146475,0.004462,-0.040600,0.429240,0.218960,-0.376040
0.150975,-0.004575,0.988017,0.172725,0.109462,0.046900,0.425040,0.214200,-0.385840
0.151219,-0.006344,0.987712,0.085225,-0.048038,-0.058100,0.429520,0.213920,-0.389480